ObjectId,Country,Date,Value
228,World,1968M02,0.2
229,World,1968M03,323.89
230,World,1968M03,0.26
231,World,1968M04,325.02
232,World,1968M04,0.18
233,World,1968M05,325.57
234,World,1968M05,0.18
235,World,1968M06,325.36
236,World,1968M06,0.39
237,World,1968M07,324.14
238,World,1968M07,0.5
239,World,1968M08,322.11
240,World,1968M08,0.37
241,World,1968M09,320.33
242,World,1968M09,0.34
243,World,1968M10,320.25
244,World,1968M10,0.27
245,World,1968M11,321.32
246,World,1968M11,0.18
247,World,1968M12,322.89
248,World,1968M12,0.29
249,World,1969M01,324
250,World,1969M01,0.44
251,World,1969M02,324.42
252,World,1969M02,0.39
253,World,1969M03,325.63
254,World,1969M03,0.54
255,World,1969M04,326.66
256,World,1969M04,0.5
257,World,1969M05,327.38
258,World,1969M05,0.56
259,World,1969M06,326.71
260,World,1969M06,0.41
261,World,1969M07,325.88
262,World,1969M07,0.54
263,World,1969M08,323.66
264,World,1969M08,0.48
265,World,1969M09,322.38
266,World,1969M09,0.64
267,World,1969M10,321.78
268,World,1969M10,0.48
269,World,1969M11,322.86
270,World,1969M11,0.48
271,World,1969M12,324.12
272,World,1969M12,0.38
273,World,1970M01,325.06
274,World,1970M01,0.33
275,World,1970M02,325.98
276,World,1970M02,0.48
277,World,1970M03,326.93
278,World,1970M03,0.4
279,World,1970M04,328.13
280,World,1970M04,0.45
281,World,1970M05,328.08
282,World,1970M05,0.21
283,World,1970M06,327.67
284,World,1970M06,0.29
285,World,1970M07,326.34
286,World,1970M07,0.14
287,World,1970M08,324.69
288,World,1970M08,0.32
289,World,1970M09,323.1
290,World,1970M09,0.22
291,World,1970M10,323.06
292,World,1970M10,0.4
293,World,1970M11,324.01
294,World,1970M11,0.36
295,World,1970M12,325.13
296,World,1970M12,0.31
297,World,1971M01,326.17
298,World,1971M01,0.34
299,World,1971M02,326.68
300,World,1971M02,0.21
301,World,1971M03,327.17
302,World,1971M03,0.07
303,World,1971M04,327.79
304,World,1971M04,-0.1
305,World,1971M05,328.93
306,World,1971M05,0.26
307,World,1971M06,328.57
308,World,1971M06,0.27
309,World,1971M07,327.36
310,World,1971M07,0.31
311,World,1971M08,325.43
312,World,1971M08,0.23
313,World,1971M09,323.36
314,World,1971M09,0.08
315,World,1971M10,323.56
316,World,1971M10,0.15
317,World,1971M11,324.8
318,World,1971M11,0.24
319,World,1971M12,326.01
320,World,1971M12,0.27
321,World,1972M01,326.77
322,World,1972M01,0.18
323,World,1972M02,327.63
324,World,1972M02,0.29
325,World,1972M03,327.75
326,World,1972M03,0.18
327,World,1972M04,329.72
328,World,1972M04,0.59
329,World,1972M05,330.07
330,World,1972M05,0.35
331,World,1972M06,329.09
332,World,1972M06,0.16
333,World,1972M07,328.04
334,World,1972M07,0.21
335,World,1972M08,326.32
336,World,1972M08,0.27
337,World,1972M09,324.84
338,World,1972M09,0.46
339,World,1972M10,325.2
340,World,1972M10,0.51
341,World,1972M11,326.5
342,World,1972M11,0.52
343,World,1972M12,327.55
344,World,1972M12,0.47
345,World,1973M01,328.55
346,World,1973M01,0.54
347,World,1973M02,329.56
348,World,1973M02,0.59
349,World,1973M03,330.3
350,World,1973M03,0.78
351,World,1973M04,331.5
352,World,1973M04,0.54
353,World,1973M05,332.48
354,World,1973M05,0.73
355,World,1973M06,332.07
356,World,1973M06,0.91
357,World,1973M07,330.87
358,World,1973M07,0.86
359,World,1973M08,329.31
360,World,1973M08,0.92
361,World,1973M09,327.51
362,World,1973M09,0.82
363,World,1973M10,327.18
364,World,1973M10,0.61
365,World,1973M11,328.16
366,World,1973M11,0.51
367,World,1973M12,328.64
368,World,1973M12,0.33
369,World,1974M01,329.35
370,World,1974M01,0.24
371,World,1974M02,330.71
372,World,1974M02,0.35
373,World,1974M03,331.48
374,World,1974M03,0.36
375,World,1974M04,332.65
376,World,1974M04,0.35
377,World,1974M05,333.18
378,World,1974M05,0.21
379,World,1974M06,332.2
380,World,1974M06,0.04
381,World,1974M07,331.07
382,World,1974M07,0.06
383,World,1974M08,329.15
384,World,1974M08,-0.05
385,World,1974M09,327.33
386,World,1974M09,-0.05
387,World,1974M10,327.28
388,World,1974M10,0.03
389,World,1974M11,328.31
390,World,1974M11,0.05
391,World,1974M12,329.58
392,World,1974M12,0.29
393,World,1975M01,330.73
394,World,1975M01,0.42
395,World,1975M02,331.46
396,World,1975M02,0.23
397,World,1975M03,331.94
398,World,1975M03,0.14
399,World,1975M04,333.11
400,World,1975M04,0.14
401,World,1975M05,333.95
402,World,1975M05,0.23
403,World,1975M06,333.42
404,World,1975M06,0.37
405,World,1975M07,331.97
406,World,1975M07,0.27
407,World,1975M08,329.95
408,World,1975M08,0.24
409,World,1975M09,328.5
410,World,1975M09,0.36
411,World,1975M10,328.36
412,World,1975M10,0.33
413,World,1975M11,329.38
414,World,1975M11,0.33
415,World,1975M12,330.78
416,World,1975M12,0.36
417,World,1976M01,331.56
418,World,1976M01,0.25
419,World,1976M02,332.74
420,World,1976M02,0.39
421,World,1976M03,333.36
422,World,1976M03,0.43
423,World,1976M04,334.74
424,World,1976M04,0.49
425,World,1976M05,334.72
426,World,1976M05,0.23
427,World,1976M06,333.98
428,World,1976M06,0.17
429,World,1976M07,333.08
430,World,1976M07,0.33
431,World,1976M08,330.68
432,World,1976M08,0.22
433,World,1976M09,328.96
434,World,1976M09,0.14
435,World,1976M10,328.72
436,World,1976M10,0.11
437,World,1976M11,330.16
438,World,1976M11,0.24
439,World,1976M12,331.62
440,World,1976M12,0.25
441,World,1977M01,332.68
442,World,1977M01,0.34
443,World,1977M02,333.17
444,World,1977M02,0.13
445,World,1977M03,334.96
446,World,1977M03,0.48
447,World,1977M04,336.14
448,World,1977M04,0.42
449,World,1977M05,336.93
450,World,1977M05,0.66
451,World,1977M06,336.17
452,World,1977M06,0.66
453,World,1977M07,334.89
454,World,1977M07,0.54
455,World,1977M08,332.56
456,World,1977M08,0.57
457,World,1977M09,331.29
458,World,1977M09,0.71
459,World,1977M10,331.28
460,World,1977M10,0.78
461,World,1977M11,332.46
462,World,1977M11,0.7
463,World,1977M12,333.6
464,World,1977M12,0.6
465,World,1978M01,334.94
466,World,1978M01,0.68
467,World,1978M02,335.26
468,World,1978M02,0.63
469,World,1978M03,336.66
470,World,1978M03,0.51
471,World,1978M04,337.69
472,World,1978M04,0.46
473,World,1978M05,338.02
474,World,1978M05,0.32
475,World,1978M06,338.01
476,World,1978M06,0.55
477,World,1978M07,336.5
478,World,1978M07,0.48
479,World,1978M08,334.42
480,World,1978M08,0.56
481,World,1978M09,332.36
482,World,1978M09,0.32
483,World,1978M10,332.45
484,World,1978M10,0.35
485,World,1978M11,333.76
486,World,1978M11,0.39
487,World,1978M12,334.91
488,World,1978M12,0.39
489,World,1979M01,336.14
490,World,1979M01,0.36
491,World,1979M02,336.69
492,World,1979M02,0.43
493,World,1979M03,338.27
494,World,1979M03,0.48
495,World,1979M04,338.82
496,World,1979M04,0.33
497,World,1979M05,339.24
498,World,1979M05,0.36
499,World,1979M06,339.26
500,World,1979M06,0.37
501,World,1979M07,337.54
502,World,1979M07,0.31
503,World,1979M08,335.72
504,World,1979M08,0.39
505,World,1979M09,333.97
506,World,1979M09,0.48
507,World,1979M10,334.24
508,World,1979M10,0.54
509,World,1979M11,335.32
510,World,1979M11,0.47
511,World,1979M12,336.81
512,World,1979M12,0.57
513,World,1980M01,337.9
514,World,1980M01,0.52
515,World,1980M02,338.34
516,World,1980M02,0.49
517,World,1980M03,340.07
518,World,1980M03,0.53
519,World,1980M04,340.93
520,World,1980M04,0.62
521,World,1980M05,341.45
522,World,1980M05,0.65
523,World,1980M06,341.36
524,World,1980M06,0.62
525,World,1980M07,339.45
526,World,1980M07,0.57
527,World,1980M08,337.67
528,World,1980M08,0.58
529,World,1980M09,336.25
530,World,1980M09,0.68
531,World,1980M10,336.14
532,World,1980M10,0.57
533,World,1980M11,337.3
534,World,1980M11,0.59
535,World,1980M12,338.29
536,World,1980M12,0.44
537,World,1981M01,339.29
538,World,1981M01,0.41
539,World,1981M02,340.55
540,World,1981M02,0.65
541,World,1981M03,341.63
542,World,1981M03,0.46
543,World,1981M04,342.6
544,World,1981M04,0.49
545,World,1981M05,343.04
546,World,1981M05,0.47
547,World,1981M06,342.54
548,World,1981M06,0.35
549,World,1981M07,340.82
550,World,1981M07,0.4
551,World,1981M08,338.48
552,World,1981M08,0.24
553,World,1981M09,336.95
554,World,1981M09,0.21
555,World,1981M10,337.05
556,World,1981M10,0.27
557,World,1981M11,338.58
558,World,1981M11,0.38
559,World,1981M12,339.91
560,World,1981M12,0.48
561,World,1982M01,340.93
562,World,1982M01,0.48
563,World,1982M02,341.76
564,World,1982M02,0.36
565,World,1982M03,342.78
566,World,1982M03,0.34
567,World,1982M04,343.96
568,World,1982M04,0.4
569,World,1982M05,344.77
570,World,1982M05,0.5
571,World,1982M06,343.88
572,World,1982M06,0.39
573,World,1982M07,342.42
574,World,1982M07,0.47
575,World,1982M08,340.24
576,World,1982M08,0.52
577,World,1982M09,338.38
578,World,1982M09,0.42
579,World,1982M10,338.41
580,World,1982M10,0.4
581,World,1982M11,339.44
582,World,1982M11,0.25
583,World,1982M12,340.78
584,World,1982M12,0.26
585,World,1983M01,341.57
586,World,1983M01,0.19
587,World,1983M02,342.79
588,World,1983M02,0.3
589,World,1983M03,343.37
590,World,1983M03,0.17
591,World,1983M04,345.39
592,World,1983M04,0.42
593,World,1983M05,346.14
594,World,1983M05,0.4
595,World,1983M06,345.76
596,World,1983M06,0.55
597,World,1983M07,344.32
598,World,1983M07,0.55
599,World,1983M08,342.51
600,World,1983M08,0.67
601,World,1983M09,340.46
602,World,1983M09,0.61
603,World,1983M10,340.53
604,World,1983M10,0.63
605,World,1983M11,341.79
606,World,1983M11,0.69
607,World,1983M12,343.2
608,World,1983M12,0.71
609,World,1984M01,344.21
610,World,1984M01,0.77
611,World,1984M02,344.92
612,World,1984M02,0.62
613,World,1984M03,345.68
614,World,1984M03,0.67
615,World,1984M04,347.38
616,World,1984M04,0.58
617,World,1984M05,347.78
618,World,1984M05,0.47
619,World,1984M06,347.16
620,World,1984M06,0.4
621,World,1984M07,345.79
622,World,1984M07,0.43
623,World,1984M08,343.74
624,World,1984M08,0.36
625,World,1984M09,341.59
626,World,1984M09,0.33
627,World,1984M10,341.86
628,World,1984M10,0.39
629,World,1984M11,343.31
630,World,1984M11,0.44
631,World,1984M12,345
632,World,1984M12,0.52
633,World,1985M01,345.48
634,World,1985M01,0.37
635,World,1985M02,346.42
636,World,1985M02,0.43
637,World,1985M03,347.91
638,World,1985M03,0.65
639,World,1985M04,348.66
640,World,1985M04,0.37
641,World,1985M05,349.28
642,World,1985M05,0.43
643,World,1985M06,348.65
644,World,1985M06,0.43
645,World,1985M07,346.9
646,World,1985M07,0.32
647,World,1985M08,345.26
648,World,1985M08,0.44
649,World,1985M09,343.47
650,World,1985M09,0.55
651,World,1985M10,343.35
652,World,1985M10,0.44
653,World,1985M11,344.73
654,World,1985M11,0.41
655,World,1985M12,346.12
656,World,1985M12,0.32
657,World,1986M01,346.78
658,World,1986M01,0.38
659,World,1986M02,347.48
660,World,1986M02,0.31
661,World,1986M03,348.25
662,World,1986M03,0.1
663,World,1986M04,349.86
664,World,1986M04,0.34
665,World,1986M05,350.52
666,World,1986M05,0.36
667,World,1986M06,349.98
668,World,1986M06,0.38
669,World,1986M07,348.25
670,World,1986M07,0.39
671,World,1986M08,346.17
672,World,1986M08,0.26
673,World,1986M09,345.48
674,World,1986M09,0.59
675,World,1986M10,344.82
676,World,1986M10,0.43
677,World,1986M11,346.22
678,World,1986M11,0.43
679,World,1986M12,347.49
680,World,1986M12,0.4
681,World,1987M01,348.73
682,World,1987M01,0.56
683,World,1987M02,348.92
684,World,1987M02,0.41
685,World,1987M03,349.81
686,World,1987M03,0.45
687,World,1987M04,351.4
688,World,1987M04,0.44
689,World,1987M05,352.15
690,World,1987M05,0.47
691,World,1987M06,351.58
692,World,1987M06,0.46
693,World,1987M07,350.21
694,World,1987M07,0.56
695,World,1987M08,348.2
696,World,1987M08,0.59
697,World,1987M09,346.66
698,World,1987M09,0.34
699,World,1987M10,346.72
700,World,1987M10,0.55
701,World,1987M11,348.08
702,World,1987M11,0.54
703,World,1987M12,349.28
704,World,1987M12,0.52
705,World,1988M01,350.51
706,World,1988M01,0.51
707,World,1988M02,351.7
708,World,1988M02,0.8
709,World,1988M03,352.5
710,World,1988M03,0.77
711,World,1988M04,353.67
712,World,1988M04,0.65
713,World,1988M05,354.35
714,World,1988M05,0.62
715,World,1988M06,353.88
716,World,1988M06,0.65
717,World,1988M07,352.8
718,World,1988M07,0.74
719,World,1988M08,350.49
720,World,1988M08,0.66
721,World,1988M09,348.97
722,World,1988M09,0.67
723,World,1988M10,349.37
724,World,1988M10,0.76
725,World,1988M11,350.42
726,World,1988M11,0.67
727,World,1988M12,351.62
728,World,1988M12,0.67
729,World,1989M01,353.07
730,World,1989M01,0.73
731,World,1989M02,353.43
732,World,1989M02,0.49
733,World,1989M03,354.08
734,World,1989M03,0.45
735,World,1989M04,355.72
736,World,1989M04,0.58
737,World,1989M05,355.95
738,World,1989M05,0.45
739,World,1989M06,355.44
740,World,1989M06,0.44
741,World,1989M07,354.05
742,World,1989M07,0.35
743,World,1989M08,351.84
744,World,1989M08,0.39
745,World,1989M09,350.09
746,World,1989M09,0.32
747,World,1989M10,350.33
748,World,1989M10,0.27
749,World,1989M11,351.55
750,World,1989M11,0.32
751,World,1989M12,352.91
752,World,1989M12,0.37
753,World,1990M01,353.86
754,World,1990M01,0.22
755,World,1990M02,355.1
756,World,1990M02,0.47
757,World,1990M03,355.75
758,World,1990M03,0.47
759,World,1990M04,356.38
760,World,1990M04,0.19
761,World,1990M05,357.38
762,World,1990M05,0.4
763,World,1990M06,356.39
764,World,1990M06,0.27
765,World,1990M07,354.89
766,World,1990M07,0.24
767,World,1990M08,353.06
768,World,1990M08,0.35
769,World,1990M09,351.38
770,World,1990M09,0.37
771,World,1990M10,351.69
772,World,1990M10,0.39
773,World,1990M11,353.14
774,World,1990M11,0.45
775,World,1990M12,354.41
776,World,1990M12,0.43
777,World,1991M01,354.93
778,World,1991M01,0.3
779,World,1991M02,355.82
780,World,1991M02,0.2
781,World,1991M03,357.33
782,World,1991M03,0.44
783,World,1991M04,358.77
784,World,1991M04,0.67
785,World,1991M05,359.23
786,World,1991M05,0.52
787,World,1991M06,358.23
788,World,1991M06,0.52
789,World,1991M07,356.3
790,World,1991M07,0.4
791,World,1991M08,353.97
792,World,1991M08,0.26
793,World,1991M09,352.34
794,World,1991M09,0.27
795,World,1991M10,352.43
796,World,1991M10,0.21
797,World,1991M11,353.89
798,World,1991M11,0.21
799,World,1991M12,355.21
800,World,1991M12,0.23
801,World,1992M01,356.34
802,World,1992M01,0.4
803,World,1992M02,357.21
804,World,1992M02,0.39
805,World,1992M03,357.97
806,World,1992M03,0.18
807,World,1992M04,359.22
808,World,1992M04,0.13
809,World,1992M05,359.71
810,World,1992M05,0.13
811,World,1992M06,359.44
812,World,1992M06,0.34
813,World,1992M07,357.15
814,World,1992M07,0.24
815,World,1992M08,354.99
816,World,1992M08,0.29
817,World,1992M09,353.01
818,World,1992M09,0.19
819,World,1992M10,353.41
820,World,1992M10,0.28
821,World,1992M11,354.42
822,World,1992M11,0.15
823,World,1992M12,355.68
824,World,1992M12,0.13
825,World,1993M01,357.1
826,World,1993M01,0.21
827,World,1993M02,357.42
828,World,1993M02,0.06
829,World,1993M03,358.59
830,World,1993M03,0.17
831,World,1993M04,359.39
832,World,1993M04,0.05
833,World,1993M05,360.3
834,World,1993M05,0.16
835,World,1993M06,359.64
836,World,1993M06,0.06
837,World,1993M07,357.45
838,World,1993M07,0.08
839,World,1993M08,355.76
840,World,1993M08,0.22
841,World,1993M09,354.14
842,World,1993M09,0.32
843,World,1993M10,354.23
844,World,1993M10,0.23
845,World,1993M11,355.53
846,World,1993M11,0.31
847,World,1993M12,357.03
848,World,1993M12,0.38
849,World,1994M01,358.36
850,World,1994M01,0.35
851,World,1994M02,359.04
852,World,1994M02,0.45
853,World,1994M03,360.11
854,World,1994M03,0.42
855,World,1994M04,361.36
856,World,1994M04,0.55
857,World,1994M05,361.78
858,World,1994M05,0.41
859,World,1994M06,360.94
860,World,1994M06,0.36
861,World,1994M07,359.51
862,World,1994M07,0.58
863,World,1994M08,357.59
864,World,1994M08,0.51
865,World,1994M09,355.86
866,World,1994M09,0.49
867,World,1994M10,356.21
868,World,1994M10,0.56
869,World,1994M11,357.65
870,World,1994M11,0.6
871,World,1994M12,359.1
872,World,1994M12,0.58
873,World,1995M01,360.04
874,World,1995M01,0.47
875,World,1995M02,361
876,World,1995M02,0.55
877,World,1995M03,361.98
878,World,1995M03,0.52
879,World,1995M04,363.44
880,World,1995M04,0.58
881,World,1995M05,363.83
882,World,1995M05,0.57
883,World,1995M06,363.33
884,World,1995M06,0.66
885,World,1995M07,361.78
886,World,1995M07,0.63
887,World,1995M08,359.33
888,World,1995M08,0.49
889,World,1995M09,358.32
890,World,1995M09,0.69
891,World,1995M10,358.14
892,World,1995M10,0.54
893,World,1995M11,359.61
894,World,1995M11,0.55
895,World,1995M12,360.82
896,World,1995M12,0.48
897,World,1996M01,362.2
898,World,1996M01,0.6
899,World,1996M02,363.36
900,World,1996M02,0.65
901,World,1996M03,364.28
902,World,1996M03,0.64
903,World,1996M04,364.69
904,World,1996M04,0.34
905,World,1996M05,365.25
906,World,1996M05,0.39
907,World,1996M06,365.06
908,World,1996M06,0.48
909,World,1996M07,363.69
910,World,1996M07,0.53
911,World,1996M08,361.55
912,World,1996M08,0.62
913,World,1996M09,359.69
914,World,1996M09,0.38
915,World,1996M10,359.72
916,World,1996M10,0.44
917,World,1996M11,361.04
918,World,1996M11,0.4
919,World,1996M12,362.39
920,World,1996M12,0.44
921,World,1997M01,363.24
922,World,1997M01,0.29
923,World,1997M02,364.21
924,World,1997M02,0.23
925,World,1997M03,364.65
926,World,1997M03,0.1
927,World,1997M04,366.48
928,World,1997M04,0.49
929,World,1997M05,366.77
930,World,1997M05,0.42
931,World,1997M06,365.73
932,World,1997M06,0.18
933,World,1997M07,364.46
934,World,1997M07,0.21
935,World,1997M08,362.4
936,World,1997M08,0.24
937,World,1997M09,360.44
938,World,1997M09,0.21
939,World,1997M10,360.98
940,World,1997M10,0.35
941,World,1997M11,362.65
942,World,1997M11,0.45
943,World,1997M12,364.51
944,World,1997M12,0.59
945,World,1998M01,365.39
946,World,1998M01,0.59
947,World,1998M02,366.1
948,World,1998M02,0.52
949,World,1998M03,367.36
950,World,1998M03,0.74
951,World,1998M04,368.79
952,World,1998M04,0.63
953,World,1998M05,369.56
954,World,1998M05,0.76
955,World,1998M06,369.13
956,World,1998M06,0.93
957,World,1998M07,367.98
958,World,1998M07,0.97
959,World,1998M08,366.1
960,World,1998M08,1.02
961,World,1998M09,364.16
962,World,1998M09,1.03
963,World,1998M10,364.54
964,World,1998M10,0.99
965,World,1998M11,365.67
966,World,1998M11,0.83
967,World,1998M12,367.3
968,World,1998M12,0.77
969,World,1999M01,368.35
970,World,1999M01,0.81
971,World,1999M02,369.28
972,World,1999M02,0.87
973,World,1999M03,369.84
974,World,1999M03,0.68
975,World,1999M04,371.15
976,World,1999M04,0.64
977,World,1999M05,371.12
978,World,1999M05,0.42
979,World,1999M06,370.46
980,World,1999M06,0.36
981,World,1999M07,369.61
982,World,1999M07,0.44
983,World,1999M08,367.06
984,World,1999M08,0.26
985,World,1999M09,364.95
986,World,1999M09,0.22
987,World,1999M10,365.52
988,World,1999M10,0.27
989,World,1999M11,366.88
990,World,1999M11,0.33
991,World,1999M12,368.26
992,World,1999M12,0.26
993,World,2000M01,369.45
994,World,2000M01,0.3
995,World,2000M02,369.71
996,World,2000M02,0.12
997,World,2000M03,370.75
998,World,2000M03,0.25
999,World,2000M04,371.98
1000,World,2000M04,0.22
1001,World,2000M05,371.75
1002,World,2000M05,0.17
1003,World,2000M06,371.87
1004,World,2000M06,0.38
1005,World,2000M07,370.02
1006,World,2000M07,0.11
1007,World,2000M08,368.27
1008,World,2000M08,0.33
1009,World,2000M09,367.15
1010,World,2000M09,0.6
1011,World,2000M10,367.18
1012,World,2000M10,0.45
1013,World,2000M11,368.53
1014,World,2000M11,0.45
1015,World,2000M12,369.83
1016,World,2000M12,0.43
1017,World,2001M01,370.76
1018,World,2001M01,0.35
1019,World,2001M02,371.69
1020,World,2001M02,0.54
1021,World,2001M03,372.63
1022,World,2001M03,0.51
1023,World,2001M04,373.55
1024,World,2001M04,0.42
1025,World,2001M05,374.03
1026,World,2001M05,0.61
1027,World,2001M06,373.4
1028,World,2001M06,0.41
1029,World,2001M07,371.68
1030,World,2001M07,0.45
1031,World,2001M08,369.78
1032,World,2001M08,0.41
1033,World,2001M09,368.34
1034,World,2001M09,0.32
1035,World,2001M10,368.61
1036,World,2001M10,0.39
1037,World,2001M11,369.94
1038,World,2001M11,0.38
1039,World,2001M12,371.42
1040,World,2001M12,0.43
1041,World,2002M01,372.7
1042,World,2002M01,0.52
1043,World,2002M02,373.37
1044,World,2002M02,0.45
1045,World,2002M03,374.3
1046,World,2002M03,0.45
1047,World,2002M04,375.19
1048,World,2002M04,0.44
1049,World,2002M05,375.93
1050,World,2002M05,0.51
1051,World,2002M06,375.69
1052,World,2002M06,0.61
1053,World,2002M07,374.16
1054,World,2002M07,0.67
1055,World,2002M08,372.03
1056,World,2002M08,0.61
1057,World,2002M09,370.92
1058,World,2002M09,0.7
1059,World,2002M10,370.73
1060,World,2002M10,0.58
1061,World,2002M11,372.43
1062,World,2002M11,0.67
1063,World,2002M12,373.98
1064,World,2002M12,0.69
1065,World,2003M01,375.07
1066,World,2003M01,0.64
1067,World,2003M02,375.82
1068,World,2003M02,0.66
1069,World,2003M03,376.64
